pdb_id,num_chains,chain_names,total_amino_acids,structure_type,expdta,num_models
1j0w,2,"A,B",198,single,X-RAY DIFFRACTION,1
1j1b,2,"A,B",718,single,X-RAY DIFFRACTION,1
1j1d,6,"A,B,C,D,E,F",698,single,X-RAY DIFFRACTION,1
1j1e,6,"A,B,C,D,E,F",720,single,X-RAY DIFFRACTION,1
1j2j,2,"A,B",206,single,X-RAY DIFFRACTION,1
1j3s,1,A,104,NMR,SOLUTION NMR,20
1j46,1,A,85,NMR,SOLUTION NMR,1
1j4w,1,A,145,NMR,SOLUTION NMR,1
1j72,1,A,337,single,X-RAY DIFFRACTION,1
1j86,2,"A,B",347,single,X-RAY DIFFRACTION,1
1j8c,1,A,103,NMR,SOLUTION NMR,20
1j8e,1,A,44,single,X-RAY DIFFRACTION,1
1j99,1,A,284,single,X-RAY DIFFRACTION,1
1jas,1,A,152,NMR,SOLUTION NMR,20
1jbu,3,"H,L,X",285,single,X-RAY DIFFRACTION,1
1jco,2,"A,B",51,NMR,SOLUTION NMR,25
1jcq,2,"A,B",723,single,X-RAY DIFFRACTION,1
1je4,1,A,69,NMR,SOLUTION NMR,1
1jeb,4,"A,B,C,D",571,single,X-RAY DIFFRACTION,1
1jei,1,A,53,NMR,SOLUTION NMR,10
1jeq,2,"A,B",1068,single,X-RAY DIFFRACTION,1
1jgn,2,"A,B",120,NMR,SOLUTION NMR,30
1jh4,2,"A,B",120,NMR,SOLUTION NMR,30
1jid,1,A,114,single,X-RAY DIFFRACTION,1
1jk7,1,A,294,single,X-RAY DIFFRACTION,1
1jkg,2,"A,B",319,single,X-RAY DIFFRACTION,1
1jl9,2,"A,B",87,single,X-RAY DIFFRACTION,1
1jli,1,A,112,NMR,SOLUTION NMR,1
1jlj,3,"A,B,C",507,single,X-RAY DIFFRACTION,1
1jm4,2,"A,B",128,NMR,SOLUTION NMR,25
1jm7,2,"A,B",200,NMR,SOLUTION NMR,14
1jmc,1,A,238,single,X-RAY DIFFRACTION,1
1jph,1,A,357,single,X-RAY DIFFRACTION,1
1jqd,2,"A,B",574,single,X-RAY DIFFRACTION,1
1jsp,2,"A,B",140,NMR,SOLUTION NMR,20
1ju5,3,"A,B,C",181,NMR,SOLUTION NMR,1
1juo,2,"A,B",344,single,X-RAY DIFFRACTION,1
1jv1,2,"A,B",975,single,X-RAY DIFFRACTION,1
1jwh,4,"A,B,C,D",1075,single,X-RAY DIFFRACTION,1
1jwo,1,A,97,single,X-RAY DIFFRACTION,1
1jwt,1,A,299,single,X-RAY DIFFRACTION,1
1jxs,1,A,98,NMR,SOLUTION NMR,20
1k04,1,A,142,single,X-RAY DIFFRACTION,1
1k05,3,"A,B,C",419,single,X-RAY DIFFRACTION,1
1k0p,1,A,31,NMR,SOLUTION NMR,15
1k1a,1,A,228,single,X-RAY DIFFRACTION,1
1k1f,8,"A,B,C,D,E,F,G,H",505,single,X-RAY DIFFRACTION,1
1k1g,1,A,122,NMR,SOLUTION NMR,10
1k2a,1,A,136,single,X-RAY DIFFRACTION,1
1k3m,2,"A,B",51,NMR,SOLUTION NMR,15
1k4u,2,"P,S",94,NMR,SOLUTION NMR,22
1k5d,12,"A,B,C,D,E,F,G,H,I,J,K,L",2784,single,X-RAY DIFFRACTION,1
1k5r,2,"A,B",49,NMR,SOLUTION NMR,10
1k62,2,"A,B",909,single,X-RAY DIFFRACTION,1
1k6m,2,"A,B",864,single,X-RAY DIFFRACTION,1
1k78,5,"A,B,E,F,I",511,single,X-RAY DIFFRACTION,1
1k88,2,"A,B",461,single,X-RAY DIFFRACTION,1
1k8f,4,"A,B,C,D",628,single,X-RAY DIFFRACTION,1
1k8m,1,A,87,NMR,SOLUTION NMR,1
1k96,1,A,89,single,X-RAY DIFFRACTION,1
1k99,1,A,91,NMR,SOLUTION NMR,20
1k9p,1,A,89,single,X-RAY DIFFRACTION,1
1k9r,2,"A,B",45,NMR,SOLUTION NMR,20
1ka6,2,"A,B",114,NMR,SOLUTION NMR,1
1kao,1,A,167,single,X-RAY DIFFRACTION,1
1kb6,2,"A,B",195,single,X-RAY DIFFRACTION,1
1kbh,2,"A,B",106,NMR,SOLUTION NMR,20
1kdu,1,A,80,NMR,SOLUTION NMR,1
1kfu,2,"L,S",883,single,X-RAY DIFFRACTION,1
1kgd,1,A,175,single,X-RAY DIFFRACTION,1
1khm,1,A,89,NMR,SOLUTION NMR,20
1ki0,1,A,253,single,X-RAY DIFFRACTION,1
1ki1,4,"A,B,C,D",1040,single,X-RAY DIFFRACTION,1
1kjs,1,A,74,NMR,SOLUTION NMR,20
1kkq,8,"A,B,C,D,E,F,G,H",1152,single,X-RAY DIFFRACTION,1
1kla,2,"A,B",224,NMR,SOLUTION NMR,17
1kli,2,"H,L",292,single,X-RAY DIFFRACTION,1
1klq,2,"A,B",207,NMR,SOLUTION NMR,1
1kmx,1,A,55,NMR,SOLUTION NMR,20
1ko6,4,"A,B,C,D",312,single,X-RAY DIFFRACTION,1
1koh,4,"A,B,C,D",856,single,X-RAY DIFFRACTION,1
1koo,4,"A,B,C,D",854,single,X-RAY DIFFRACTION,1
1kpp,1,A,144,NMR,SOLUTION NMR,15
1kq6,1,A,136,single,X-RAY DIFFRACTION,1
1kqo,6,"A,B,C,D,E,F",1398,single,X-RAY DIFFRACTION,1
1ksh,2,"A,B",305,single,X-RAY DIFFRACTION,1
1ksw,1,A,449,single,X-RAY DIFFRACTION,1
1kth,1,A,58,single,X-RAY DIFFRACTION,1
1kvi,1,A,79,NMR,SOLUTION NMR,10
1kw2,2,"A,B",908,single,X-RAY DIFFRACTION,1
1kwa,2,"A,B",174,single,X-RAY DIFFRACTION,1
1kwp,2,"A,B",632,single,X-RAY DIFFRACTION,1
1kzw,1,A,131,NMR,SOLUTION NMR,20
1kzy,4,"A,B,C,D",854,single,X-RAY DIFFRACTION,1
1l1f,6,"A,B,C,D,E,F",2976,single,X-RAY DIFFRACTION,1
1l1o,6,"A,B,C,D,E,F",820,single,X-RAY DIFFRACTION,1
1l3e,2,"A,B",143,NMR,SOLUTION NMR,17
1l3y,1,A,41,NMR,SOLUTION NMR,15
1l6j,1,A,405,single,X-RAY DIFFRACTION,1
1l8c,2,"A,B",146,NMR,SOLUTION NMR,20
1l8r,2,"A,B",198,single,X-RAY DIFFRACTION,1
1l8y,1,A,84,NMR,SOLUTION NMR,30
1l8z,1,A,84,NMR,SOLUTION NMR,1
1lck,2,"A,B",172,single,X-RAY DIFFRACTION,1
1ldj,2,"A,B",813,single,X-RAY DIFFRACTION,1
1ldk,5,"A,B,C,D,E",971,single,X-RAY DIFFRACTION,1
1ldl,1,A,46,NMR,SOLUTION NMR,10
1ldr,1,A,41,NMR,SOLUTION NMR,10
1le6,3,"A,B,C",369,single,X-RAY DIFFRACTION,1
1lf8,8,"A,B,C,D,E,F,G,H",646,single,X-RAY DIFFRACTION,1
1lgp,1,A,113,single,X-RAY DIFFRACTION,1
1lgq,2,"A,B",224,single,X-RAY DIFFRACTION,1
1lhn,1,A,176,single,X-RAY DIFFRACTION,1
1ll8,1,A,114,NMR,SOLUTION NMR,20
1lmj,1,A,86,NMR,SOLUTION NMR,25
1lo1,1,A,90,NMR,SOLUTION NMR,20
1lq8,8,"A,B,C,D,E,F,G,H",1431,single,X-RAY DIFFRACTION,1
1lqs,4,"L,M,R,S",697,single,X-RAY DIFFRACTION,1
1lqv,4,"A,B,C,D",393,single,X-RAY DIFFRACTION,1
1lre,1,A,81,NMR,SOLUTION NMR,20
1lv9,1,A,63,NMR,SOLUTION NMR,10
1lxf,2,"C,I",106,NMR,SOLUTION NMR,30
1lxl,1,A,221,NMR,SOLUTION NMR,1
1m12,1,A,84,NMR,SOLUTION NMR,20
1m17,1,A,312,single,X-RAY DIFFRACTION,1
1m1e,2,"A,B",577,single,X-RAY DIFFRACTION,1
1m2z,4,"A,B,D,E",550,single,X-RAY DIFFRACTION,1
1m31,2,"A,B",202,NMR,SOLUTION NMR,20
1m36,1,A,33,NMR,SOLUTION NMR,20
1m39,1,A,80,NMR,SOLUTION NMR,25
1m4p,2,"A,B",153,NMR,SOLUTION NMR,20
1m4r,2,"A,B",283,single,X-RAY DIFFRACTION,1
1m4u,2,"A,L",311,single,X-RAY DIFFRACTION,1
1m5i,1,A,105,single,X-RAY DIFFRACTION,1
1m62,1,A,87,NMR,SOLUTION NMR,25
1m6h,2,"A,B",746,single,X-RAY DIFFRACTION,1
1m7k,1,A,81,NMR,SOLUTION NMR,20
1m7l,3,"A,B,C",120,NMR,SOLUTION NMR,21
1m8o,2,"A,B",67,NMR,SOLUTION NMR,20
1m8y,2,"A,B",683,single,X-RAY DIFFRACTION,1
1mb8,1,A,238,single,X-RAY DIFFRACTION,1
1mfq,2,"B,C",215,single,X-RAY DIFFRACTION,1
1mgs,2,"A,B",146,NMR,SOLUTION NMR,25
1mgx,1,A,35,NMR,SOLUTION NMR,7
1mhq,2,"A,B",287,single,X-RAY DIFFRACTION,1
1mhu,1,A,31,NMR,SOLUTION NMR,1
1mi1,2,"A,B",798,single,X-RAY DIFFRACTION,1
1mil,1,A,104,single,X-RAY DIFFRACTION,1
1mjd,1,A,113,NMR,SOLUTION NMR,20
1mk2,2,"A,B",235,single,X-RAY DIFFRACTION,1
1mk3,1,A,178,NMR,SOLUTION NMR,10
1mkc,1,A,43,NMR,SOLUTION NMR,1
1mkj,1,A,336,single,X-RAY DIFFRACTION,1
1mkn,1,A,59,NMR,SOLUTION NMR,1
1mkp,1,A,144,single,X-RAY DIFFRACTION,1
1mm2,1,A,61,NMR,SOLUTION NMR,20
1mm3,1,A,61,NMR,SOLUTION NMR,20
1mp1,1,A,111,NMR,SOLUTION NMR,20
1mq0,2,"A,B",260,single,X-RAY DIFFRACTION,1
1mq1,4,"A,B,C,D",206,NMR,SOLUTION NMR,17
1mr1,4,"A,B,C,D",581,single,X-RAY DIFFRACTION,1
1mrq,1,A,323,single,X-RAY DIFFRACTION,1
1msg,2,"A,B",144,NMR,SOLUTION NMR,1
1msh,2,"A,B",144,NMR,SOLUTION NMR,30
1msv,2,"A,B",639,single,X-RAY DIFFRACTION,1
1mw4,2,"A,B",129,NMR,SOLUTION NMR,10
1mx9,12,"A,B,C,D,E,F,G,H,I,J,K,L",6378,single,X-RAY DIFFRACTION,1
1mzw,2,"A,B",204,single,X-RAY DIFFRACTION,1
1n0w,4,"A,B,C,L",242,single,X-RAY DIFFRACTION,1
1n0z,1,A,45,NMR,SOLUTION NMR,20
1n11,1,A,404,single,X-RAY DIFFRACTION,1
1n26,1,A,299,single,X-RAY DIFFRACTION,1
1n2l,1,A,482,single,X-RAY DIFFRACTION,1
1n3h,1,A,207,NMR,SOLUTION NMR,1
1n3l,1,A,332,single,X-RAY DIFFRACTION,1
1n5g,1,A,38,NMR,SOLUTION NMR,29
1n5u,1,A,583,single,X-RAY DIFFRACTION,1
1n6c,1,A,283,single,X-RAY DIFFRACTION,1
1n6j,3,"A,B,G",209,NMR,X-RAY DIFFRACTION,2
1n6o,1,A,170,single,X-RAY DIFFRACTION,1
1n6u,1,A,212,NMR,SOLUTION NMR,22
1n72,1,A,115,NMR,SOLUTION NMR,1
1n7d,1,A,639,single,X-RAY DIFFRACTION,1
1n7m,2,"H,L",429,single,X-RAY DIFFRACTION,1
1n7t,2,"A,B",110,NMR,SOLUTION NMR,20
1n83,1,A,251,single,X-RAY DIFFRACTION,1
1n9j,2,"A,B",196,NMR,SOLUTION NMR,1
1na5,1,A,195,single,X-RAY DIFFRACTION,1
1na8,2,"A,B",296,single,X-RAY DIFFRACTION,1
1nbq,2,"A,B",417,single,X-RAY DIFFRACTION,1
1nct,1,A,98,NMR,SOLUTION NMR,1
1ncv,2,"A,B",152,NMR,SOLUTION NMR,7
1nf3,4,"A,B,C,D",634,single,X-RAY DIFFRACTION,1
1nf7,2,"A,B",908,single,X-RAY DIFFRACTION,1
1nfa,1,A,178,NMR,SOLUTION NMR,10
1nfb,2,"A,B",792,single,X-RAY DIFFRACTION,1
1nfi,6,"A,B,C,D,E,F",1236,single,X-RAY DIFFRACTION,1
1ngl,1,A,179,NMR,SOLUTION NMR,1
1nhx,1,A,605,single,X-RAY DIFFRACTION,1
1nhz,1,A,239,single,X-RAY DIFFRACTION,1
1ni6,4,"A,B,C,D",865,single,X-RAY DIFFRACTION,1
1nlw,4,"A,B,D,E",306,single,X-RAY DIFFRACTION,1
1nm8,1,A,591,single,X-RAY DIFFRACTION,1
1nmv,1,A,163,NMR,SOLUTION NMR,10
1nn8,7,"1,2,3,4,R,S,T",1756,single,ELECTRON MICROSCOPY,1
1nq2,1,A,255,single,X-RAY DIFFRACTION,1
1nql,2,"A,B",660,single,X-RAY DIFFRACTION,1
1nrv,2,"A,B",200,single,X-RAY DIFFRACTION,1
1ntg,4,"A,B,C,D",684,single,X-RAY DIFFRACTION,1
1nty,1,A,305,single,X-RAY DIFFRACTION,1
1nun,2,"A,B",344,single,X-RAY DIFFRACTION,1
1nw9,2,"A,B",329,single,X-RAY DIFFRACTION,1
1nyp,1,A,66,NMR,SOLUTION NMR,20
1nzp,1,A,86,NMR,SOLUTION NMR,8
1o0l,1,A,188,NMR,SOLUTION NMR,20
1o0p,2,"A,B",117,NMR,SOLUTION NMR,10
1o4x,2,"A,B",206,NMR,SOLUTION NMR,1
1o80,2,"A,B",147,single,X-RAY DIFFRACTION,1
1o8t,1,A,79,NMR,SOLUTION NMR,68
1o9a,2,"A,B",117,NMR,SOLUTION NMR,15
1o9k,12,"A,B,C,D,E,F,G,H,P,Q,R,S",1424,single,X-RAY DIFFRACTION,1
1o9x,1,A,579,single,X-RAY DIFFRACTION,1
1oa8,4,"A,B,C,D",518,single,X-RAY DIFFRACTION,1
1oai,2,"A,B",68,single,X-RAY DIFFRACTION,1
1oc3,3,"A,B,C",484,single,X-RAY DIFFRACTION,1
1oey,8,"A,B,C,D,J,K,L,M",696,single,X-RAY DIFFRACTION,1
1ohc,1,A,339,single,X-RAY DIFFRACTION,1
1oiz,2,"A,B",531,single,X-RAY DIFFRACTION,1
1oj6,4,"A,B,C,D",596,single,X-RAY DIFFRACTION,1
1oki,2,"A,B",365,single,X-RAY DIFFRACTION,1
1olg,4,"A,B,C,D",168,NMR,SOLUTION NMR,1
1oll,1,A,188,single,X-RAY DIFFRACTION,1
1ols,2,"A,B",722,single,X-RAY DIFFRACTION,1
1olz,2,"A,B",1244,single,X-RAY DIFFRACTION,1
1ook,4,"A,B,G,P",531,single,X-RAY DIFFRACTION,1
1op1,1,A,82,NMR,SOLUTION NMR,1
1op8,6,"A,B,C,D,E,F",1350,single,X-RAY DIFFRACTION,1
1opl,2,"A,B",816,single,X-RAY DIFFRACTION,1
1opp,1,A,38,NMR,SOLUTION NMR,28
1oqa,1,A,110,NMR,SOLUTION NMR,15
1oqe,18,"A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R",1681,single,X-RAY DIFFRACTION,1
1oqj,2,"A,B",179,single,X-RAY DIFFRACTION,1
1oqy,1,A,363,NMR,SOLUTION NMR,12
1ov3,4,"A,B,C,D",283,single,X-RAY DIFFRACTION,1
1ovl,6,"A,B,C,D,E,F",1377,single,X-RAY DIFFRACTION,1
1ow1,1,A,167,single,X-RAY DIFFRACTION,1
1owa,1,A,156,NMR,SOLUTION NMR,10
1owr,4,"M,N,P,Q",1136,single,X-RAY DIFFRACTION,1
1owt,1,A,66,NMR,SOLUTION NMR,21
1owx,1,A,113,NMR,SOLUTION NMR,20
1oxn,6,"A,B,C,D,E,F",499,single,X-RAY DIFFRACTION,1
1oxz,1,A,132,single,X-RAY DIFFRACTION,1
1oy2,1,A,191,NMR,SOLUTION NMR,1
1ozj,2,"A,B",250,single,X-RAY DIFFRACTION,1
1ozo,2,"A,B",190,NMR,SOLUTION NMR,16
1p0s,3,"E,H,L",455,single,X-RAY DIFFRACTION,1
1p1a,1,A,85,NMR,SOLUTION NMR,14
1p1t,1,A,104,NMR,SOLUTION NMR,20
1p22,3,"A,B,C",542,single,X-RAY DIFFRACTION,1
1p27,4,"A,B,C,D",472,single,X-RAY DIFFRACTION,1
1p4o,2,"A,B",622,single,X-RAY DIFFRACTION,1
1p4q,2,"A,B",153,NMR,SOLUTION NMR,17
1p4u,2,"A,B",153,single,X-RAY DIFFRACTION,1
1p53,2,"A,B",500,single,X-RAY DIFFRACTION,1
1p5j,1,A,319,single,X-RAY DIFFRACTION,1
1p6s,1,A,111,NMR,SOLUTION NMR,20
1p7h,4,"L,M,N,O",1144,single,X-RAY DIFFRACTION,1
1p8t,1,A,285,single,X-RAY DIFFRACTION,1
1p9c,1,A,45,NMR,SOLUTION NMR,10
1p9d,2,"S,U",110,NMR,SOLUTION NMR,10
1p9j,1,A,54,NMR,SOLUTION NMR,36
1pa1,1,A,302,single,X-RAY DIFFRACTION,1
1pbh,1,A,254,single,X-RAY DIFFRACTION,1
1pbu,1,A,162,NMR,SOLUTION NMR,20
1pbw,2,"A,B",379,single,X-RAY DIFFRACTION,1
1pc2,1,A,152,NMR,SOLUTION NMR,20
1pd6,1,A,94,NMR,SOLUTION NMR,28
1pdr,1,A,96,single,X-RAY DIFFRACTION,1
1pfj,1,A,108,NMR,SOLUTION NMR,19
1pfm,4,"A,B,C,D",272,NMR,SOLUTION NMR,15
1pgz,1,A,183,single,X-RAY DIFFRACTION,1
1pht,1,A,83,single,X-RAY DIFFRACTION,1
1pic,2,"A,B",116,NMR,SOLUTION NMR,1
1pin,1,A,153,single,X-RAY DIFFRACTION,1
1pk2,1,A,90,NMR,SOLUTION NMR,1
1pl7,4,"A,B,C,D",1424,single,X-RAY DIFFRACTION,1
1plo,1,A,122,NMR,SOLUTION NMR,10
1pmx,2,"A,B",86,NMR,SOLUTION NMR,20
1pn5,1,A,93,NMR,SOLUTION NMR,20
1pog,1,A,62,NMR,SOLUTION NMR,13
1poz,1,A,159,NMR,SOLUTION NMR,20
1pqn,1,A,127,NMR,SOLUTION NMR,20
1pr9,2,"A,B",488,single,X-RAY DIFFRACTION,1
1psr,2,"A,B",200,single,X-RAY DIFFRACTION,1
1pt6,2,"A,B",387,single,X-RAY DIFFRACTION,1
1pve,1,A,72,NMR,SOLUTION NMR,20
1pyo,6,"A,B,C,D,E,F",525,single,X-RAY DIFFRACTION,1
1pzu,6,"B,D,H,I,L,M",1656,single,X-RAY DIFFRACTION,1
1q02,1,A,52,NMR,SOLUTION NMR,27
1q1c,1,A,237,single,X-RAY DIFFRACTION,1
1q1v,1,A,70,NMR,SOLUTION NMR,10
1q20,1,A,294,single,X-RAY DIFFRACTION,1
1q2h,3,"A,B,C",188,single,X-RAY DIFFRACTION,1
1q2z,1,A,120,NMR,SOLUTION NMR,20
1q38,1,A,89,NMR,SOLUTION NMR,35
1q3a,3,"A,B,C",471,single,X-RAY DIFFRACTION,1
1q3x,2,"A,B",636,single,X-RAY DIFFRACTION,1
1q5h,3,"A,B,C",405,single,X-RAY DIFFRACTION,1
1q68,2,"A,B",67,NMR,SOLUTION NMR,10
1q7l,4,"A,B,C,D",555,single,X-RAY DIFFRACTION,1
1q7x,1,A,108,NMR,SOLUTION NMR,20
1q8g,1,A,166,NMR,SOLUTION NMR,20
1q8k,1,A,300,NMR,SOLUTION NMR,15
1q8l,1,A,84,NMR,SOLUTION NMR,20
1q8m,4,"A,B,C,D",484,single,X-RAY DIFFRACTION,1
1q9s,1,A,149,single,X-RAY DIFFRACTION,1
1qab,6,"A,B,C,D,E,F",820,single,X-RAY DIFFRACTION,1
1qag,2,"A,B",442,single,X-RAY DIFFRACTION,1
1qb2,2,"A,B",216,single,X-RAY DIFFRACTION,1
1qbh,1,A,101,NMR,SOLUTION NMR,20
1qbk,2,"B,C",1043,single,X-RAY DIFFRACTION,1
1qcf,1,A,449,single,X-RAY DIFFRACTION,1
1qck,2,"A,B",178,NMR,SOLUTION NMR,21
1qdd,1,A,144,single,X-RAY DIFFRACTION,1
1qe6,4,"A,B,C,D",278,single,X-RAY DIFFRACTION,1
1qfk,2,"H,L",348,single,X-RAY DIFFRACTION,1
1qfw,6,"A,B,H,I,L,M",650,single,X-RAY DIFFRACTION,1
1qgb,1,A,93,NMR,SOLUTION NMR,24
1qgk,2,"A,B",920,single,X-RAY DIFFRACTION,1
1qgp,1,A,76,NMR,SOLUTION NMR,15
1qgr,2,"A,B",896,single,X-RAY DIFFRACTION,1
1qh3,2,"A,B",520,single,X-RAY DIFFRACTION,1
1qha,2,"A,B",1802,single,X-RAY DIFFRACTION,1
1qk1,8,"A,B,C,D,E,F,G,H",3032,single,X-RAY DIFFRACTION,1
1qk9,1,A,92,NMR,SOLUTION NMR,28
1qki,8,"A,B,C,D,E,F,G,H",3912,single,X-RAY DIFFRACTION,1
1qkl,1,A,127,NMR,SOLUTION NMR,22
1qly,1,A,58,NMR,SOLUTION NMR,20
1qm9,1,A,198,NMR,SOLUTION NMR,1
1qmb,2,"A,B",368,single,X-RAY DIFFRACTION,1
1qmn,1,A,363,single,X-RAY DIFFRACTION,1
1qnd,1,A,123,NMR,SOLUTION NMR,20
1qnk,2,"A,B",138,NMR,SOLUTION NMR,20
1qo5,18,"A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R",6311,single,X-RAY DIFFRACTION,1
1qo6,1,A,101,NMR,SOLUTION NMR,55
1qqg,2,"A,B",417,single,X-RAY DIFFRACTION,1
1qu6,1,A,179,NMR,SOLUTION NMR,21
1qwt,2,"A,B",478,single,X-RAY DIFFRACTION,1
1qz2,5,"A,B,C,G,H",865,single,X-RAY DIFFRACTION,1
1qze,1,A,214,NMR,SOLUTION NMR,1
1qzp,1,A,68,NMR,SOLUTION NMR,13
1qzu,4,"A,B,C,D",630,single,X-RAY DIFFRACTION,1
1r02,1,A,33,NMR,SOLUTION NMR,1
1r05,2,"A,B",174,NMR,SOLUTION NMR,6
1r0d,8,"A,B,D,E,F,G,H,I",1494,single,X-RAY DIFFRACTION,1
1r0p,1,A,301,single,X-RAY DIFFRACTION,1
1r21,1,A,100,NMR,SOLUTION NMR,23
1r4a,8,"A,B,C,D,E,F,G,H",864,single,X-RAY DIFFRACTION,1
1r54,1,A,206,single,X-RAY DIFFRACTION,1
1r6h,1,A,172,NMR,SOLUTION NMR,20
1r74,2,"A,B",554,single,X-RAY DIFFRACTION,1
1r79,1,A,84,NMR,SOLUTION NMR,20
1r8u,2,"A,B",150,NMR,SOLUTION NMR,20
1re0,2,"A,B",357,single,X-RAY DIFFRACTION,1
1rg8,2,"A,B",282,single,X-RAY DIFFRACTION,1
1rgw,1,A,85,NMR,SOLUTION NMR,20
1rhf,2,"A,B",348,single,X-RAY DIFFRACTION,1
1rj7,12,"A,B,D,E,F,G,H,I,J,K,L,M",1731,single,X-RAY DIFFRACTION,1
1rja,1,A,100,NMR,SOLUTION NMR,21
1rk7,1,A,153,NMR,SOLUTION NMR,30
1rke,2,"A,B",438,single,X-RAY DIFFRACTION,1
1rly,1,A,58,NMR,SOLUTION NMR,25
1rml,1,A,131,NMR,SOLUTION NMR,26
1ro4,1,A,58,NMR,SOLUTION NMR,35
1rod,2,"A,B",144,NMR,SOLUTION NMR,8
1rpm,2,"A,B",556,single,X-RAY DIFFRACTION,1
1rsf,1,A,126,NMR,SOLUTION NMR,30
1rw2,1,A,152,NMR,SOLUTION NMR,10
1rw5,1,A,199,NMR,SOLUTION NMR,20
1rxr,1,A,83,NMR,SOLUTION NMR,20
1ry7,2,"A,B",364,single,X-RAY DIFFRACTION,1
1ryu,1,A,120,NMR,SOLUTION NMR,8
1rz4,1,A,207,single,X-RAY DIFFRACTION,1
1s1c,4,"A,B,X,Y",497,single,X-RAY DIFFRACTION,1
1s1e,1,A,181,single,X-RAY DIFFRACTION,1
1s1n,1,A,60,NMR,SOLUTION NMR,17
1s2h,1,A,205,NMR,SOLUTION NMR,1
1s3a,1,A,85,NMR,SOLUTION NMR,19
1s4b,1,P,654,single,X-RAY DIFFRACTION,1
1s4g,1,A,51,NMR,SOLUTION NMR,20
1s4x,1,A,47,NMR,SOLUTION NMR,20
1s4y,4,"A,B,C,D",393,single,X-RAY DIFFRACTION,1
1s63,2,"A,B",725,single,X-RAY DIFFRACTION,1
1s79,1,A,103,NMR,SOLUTION NMR,20
1s7a,1,A,103,NMR,SOLUTION NMR,20
1s9i,2,"A,B",594,single,X-RAY DIFFRACTION,1
1sbx,1,A,103,single,X-RAY DIFFRACTION,1
1sc7,1,A,566,single,X-RAY DIFFRACTION,1
1sen,1,A,135,single,X-RAY DIFFRACTION,1
1sf1,2,"A,B",51,NMR,SOLUTION NMR,15
1sgh,2,"A,B",332,single,X-RAY DIFFRACTION,1
1shc,2,"A,B",206,NMR,SOLUTION NMR,1
1shr,4,"A,B,C,D",574,single,X-RAY DIFFRACTION,1
1shz,4,"A,C,D,F",1037,single,X-RAY DIFFRACTION,1
1siq,1,A,390,single,X-RAY DIFFRACTION,1
1sjr,1,A,108,NMR,SOLUTION NMR,16
1sk3,1,A,165,single,X-RAY DIFFRACTION,1
1sk4,1,A,162,single,X-RAY DIFFRACTION,1
1slm,1,A,226,single,X-RAY DIFFRACTION,1
1smo,2,"A,B",223,single,X-RAY DIFFRACTION,1
1sn6,1,A,84,NMR,SOLUTION NMR,20
1so8,1,A,208,single,X-RAY DIFFRACTION,1
1soh,1,A,67,NMR,SOLUTION NMR,18
1soj,12,"A,B,C,D,E,F,G,H,I,J,K,L",4470,single,X-RAY DIFFRACTION,1
1spy,1,A,89,NMR,SOLUTION NMR,40
1sqw,1,A,176,single,X-RAY DIFFRACTION,1
1ssl,1,A,48,NMR,SOLUTION NMR,20
1ssu,1,A,51,NMR,SOLUTION NMR,20
1st0,2,"A,B",597,single,X-RAY DIFFRACTION,1
1su3,2,"A,B",831,single,X-RAY DIFFRACTION,1
1sxe,1,A,97,NMR,SOLUTION NMR,14
1sy6,3,"A,H,L",600,single,X-RAY DIFFRACTION,1
1szb,2,"A,B",333,single,X-RAY DIFFRACTION,1
1t0c,1,A,31,NMR,SOLUTION NMR,30
1t2k,4,"A,B,C,D",341,single,X-RAY DIFFRACTION,1
1t2m,1,A,93,NMR,SOLUTION NMR,20
1t3g,2,"A,B",293,single,X-RAY DIFFRACTION,1
1t3n,2,"A,B",776,NMR,X-RAY DIFFRACTION,2
1t44,2,"A,G",502,single,X-RAY DIFFRACTION,1
1t5c,2,"A,B",632,single,X-RAY DIFFRACTION,1
1t84,1,A,107,NMR,SOLUTION NMR,20
1t94,2,"A,B",791,single,X-RAY DIFFRACTION,1
1ta0,1,A,180,single,X-RAY DIFFRACTION,1
1tce,2,"A,B",120,NMR,SOLUTION NMR,1
1tey,1,A,156,NMR,SOLUTION NMR,20
1tfb,1,A,206,NMR,SOLUTION NMR,20
1tfg,1,A,112,single,X-RAY DIFFRACTION,1
1tfi,1,A,50,NMR,SOLUTION NMR,12
1tfq,1,A,117,NMR,SOLUTION NMR,1
1tg6,7,"A,B,C,D,E,F,G",1311,single,X-RAY DIFFRACTION,1
1tgj,1,A,112,single,X-RAY DIFFRACTION,1
1tmw,1,A,141,NMR,SOLUTION NMR,20
1tnr,2,"A,R",283,single,X-RAY DIFFRACTION,1
1toz,1,A,116,NMR,SOLUTION NMR,20
1tp4,1,A,59,NMR,SOLUTION NMR,25
1tpg,1,A,91,NMR,SOLUTION NMR,1
1tpk,3,"A,B,C",255,single,X-RAY DIFFRACTION,1
1tpm,1,A,50,NMR,SOLUTION NMR,1
1tr2,2,"A,B",1985,single,X-RAY DIFFRACTION,1
1tr4,1,A,226,NMR,SOLUTION NMR,20
1ttf,1,A,94,NMR,SOLUTION NMR,36
1ttn,1,A,80,NMR,SOLUTION NMR,15
1tu3,10,"A,B,C,D,E,F,G,H,I,J",1050,single,X-RAY DIFFRACTION,1
